province;red;green;blue;x;x
9141;92;234;146;PROV9141;x
9142;35;165;171;PROV9142;x
9143;85;49;192;PROV9143;x
9144;223;141;162;PROV9144;x
9145;165;152;239;PROV9145;x
9146;31;129;66;PROV9146;x
9147;97;238;95;PROV9147;x
9148;214;159;55;PROV9148;x
9149;50;160;213;PROV9149;x
9150;52;50;138;PROV9150;x
9151;106;41;219;PROV9151;x
9152;240;139;111;PROV9152;x
9153;43;183;200;PROV9153;x
9154;61;100;188;PROV9154;x
9155;240;204;214;PROV9155;x
9156;164;56;65;PROV9156;x
9157;233;89;136;PROV9157;x
9158;155;249;251;PROV9158;x
9159;80;75;35;PROV9159;x
9160;145;65;143;PROV9160;x
9161;233;200;120;PROV9161;x
9162;54;89;140;PROV9162;x
9163;50;234;161;PROV9163;x
9164;112;243;201;PROV9164;x
9165;121;66;168;PROV9165;x
9166;162;229;210;PROV9166;x
9167;95;140;134;PROV9167;x
9168;178;73;216;PROV9168;x
9169;31;206;47;PROV9169;x
9170;223;190;93;PROV9170;x
9171;106;152;147;PROV9171;x
9172;86;83;154;PROV9172;x
9173;98;215;145;PROV9173;x
9174;104;144;77;PROV9174;x
9175;159;151;101;PROV9175;x
9176;189;63;213;PROV9176;x
9177;113;173;101;PROV9177;x
9178;80;80;180;PROV9178;x
9179;39;85;157;PROV9179;x
9180;159;52;137;PROV9180;x
9181;123;81;73;PROV9181;x
9182;97;35;120;PROV9182;x
9183;83;65;237;PROV9183;x
9184;94;246;250;PROV9184;x
9185;86;48;176;PROV9185;x
9186;144;97;172;PROV9186;x
9187;88;140;47;PROV9187;x
9188;247;56;102;PROV9188;x
9189;222;76;252;PROV9189;x
9190;251;193;192;PROV9190;x
9191;38;235;92;PROV9191;x
9192;33;91;146;PROV9192;x
9193;235;135;253;PROV9193;x
9194;230;99;109;PROV9194;x
9195;87;240;88;PROV9195;x
9196;185;207;66;PROV9196;x
9197;235;44;210;PROV9197;x
9198;219;64;196;PROV9198;x
9199;56;105;233;PROV9199;x
9200;47;116;243;PROV9200;x
9201;239;46;155;PROV9201;x
9202;187;82;212;PROV9202;x
9203;174;113;71;PROV9203;x
9204;193;189;71;PROV9204;x
9205;43;67;123;PROV9205;x
9206;216;45;178;PROV9206;x
9207;236;73;200;PROV9207;x
9208;151;232;241;PROV9208;x
9209;167;217;48;PROV9209;x
9210;40;245;82;PROV9210;x
9211;208;236;183;PROV9211;x
9212;77;252;155;PROV9212;x
9213;109;205;135;PROV9213;x
9214;249;75;206;PROV9214;x
9215;155;117;171;PROV9215;x
9216;192;34;79;PROV9216;x
9217;149;53;31;PROV9217;x
9218;231;124;43;PROV9218;x
9219;96;66;105;PROV9219;x
9220;225;147;201;PROV9220;x
9221;197;164;122;PROV9221;x
9222;243;239;207;PROV9222;x
9223;142;221;69;PROV9223;x
9224;223;137;95;PROV9224;x
9225;72;242;253;PROV9225;x
9226;100;229;213;PROV9226;x
9227;224;146;222;PROV9227;x
9228;81;232;142;PROV9228;x
9229;170;236;216;PROV9229;x
9230;79;138;88;PROV9230;x
9231;189;81;165;PROV9231;x
9232;113;166;133;PROV9232;x
9233;218;80;67;PROV9233;x
9234;40;180;171;PROV9234;x
9235;190;188;136;PROV9235;x
9236;44;102;70;PROV9236;x
9237;215;155;173;PROV9237;x
9238;242;228;48;PROV9238;x
9239;155;192;37;PROV9239;x
9240;94;227;240;PROV9240;x
9241;107;174;253;PROV9241;x
9242;37;138;190;PROV9242;x
9243;117;164;114;PROV9243;x
9244;41;136;179;PROV9244;x
9245;176;214;220;PROV9245;x
9246;80;145;73;PROV9246;x
9247;35;155;163;PROV9247;x
9248;176;119;238;PROV9248;x
9249;169;202;108;PROV9249;x
9250;147;213;229;PROV9250;x
9251;125;153;107;PROV9251;x
9252;82;187;36;PROV9252;x
9253;172;183;80;PROV9253;x
9254;201;182;192;PROV9254;x
9255;211;203;48;PROV9255;x
9256;248;95;43;PROV9256;x
9257;82;104;77;PROV9257;x
9258;219;89;101;PROV9258;x
9259;106;186;84;PROV9259;x
9260;45;122;190;PROV9260;x
9261;111;224;206;PROV9261;x
9262;101;123;57;PROV9262;x
9263;214;163;216;PROV9263;x
9264;248;89;228;PROV9264;x
9265;226;220;170;PROV9265;x
9266;219;176;136;PROV9266;x
9267;95;95;138;PROV9267;x
9268;181;161;94;PROV9268;x
9269;36;231;30;PROV9269;x
9270;206;157;91;PROV9270;x
9271;144;119;212;PROV9271;x
9272;240;101;62;PROV9272;x
9273;66;177;227;PROV9273;x
9274;241;122;196;PROV9274;x
9275;116;226;254;PROV9275;x
9276;127;134;221;PROV9276;x
9277;168;80;201;PROV9277;x
9278;84;46;158;PROV9278;x
9279;98;213;39;PROV9279;x
9280;172;95;147;PROV9280;x
9281;56;37;36;PROV9281;x
9282;154;133;224;PROV9282;x
9283;46;240;149;PROV9283;x
9284;138;183;253;PROV9284;x
9285;164;108;228;PROV9285;x
9286;196;95;190;PROV9286;x
9287;94;163;126;PROV9287;x
9288;63;68;106;PROV9288;x
9289;145;90;103;PROV9289;x
9290;83;172;142;PROV9290;x
9291;52;148;112;PROV9291;x
9292;109;214;114;PROV9292;x
9293;190;216;122;PROV9293;x
9294;60;111;149;PROV9294;x
9295;102;59;152;PROV9295;x
9296;202;174;192;PROV9296;x
9297;185;156;148;PROV9297;x
9298;104;108;186;PROV9298;x
9299;51;247;224;PROV9299;x
9300;184;39;72;PROV9300;x
9301;151;217;98;PROV9301;x
9302;36;116;64;PROV9302;x
9303;171;85;148;PROV9303;x
9304;143;36;134;PROV9304;x
9305;97;64;82;PROV9305;x
9306;231;216;38;PROV9306;x
9307;208;197;171;PROV9307;x
9308;165;152;45;PROV9308;x
9309;249;202;70;PROV9309;x
9310;181;87;221;PROV9310;x
9311;144;35;206;PROV9311;x
9312;79;163;148;PROV9312;x
9313;81;95;198;PROV9313;x
9314;118;60;119;PROV9314;x
9315;43;36;73;PROV9315;x
9316;133;75;61;PROV9316;x
9317;216;231;96;PROV9317;x
9318;156;241;94;PROV9318;x
9319;82;42;168;PROV9319;x
9320;249;245;252;PROV9320;x
9321;94;119;166;PROV9321;x
9322;150;235;196;PROV9322;x
9323;251;77;42;PROV9323;x
9324;190;183;58;PROV9324;x
9325;139;178;177;PROV9325;x
9326;83;254;83;PROV9326;x
9327;59;123;70;PROV9327;x
9328;121;146;73;PROV9328;x
9329;149;116;243;PROV9329;x
9330;173;200;149;PROV9330;x
9331;165;151;141;PROV9331;x
9332;185;104;150;PROV9332;x
9333;239;186;61;PROV9333;x
9334;227;253;198;PROV9334;x
9335;240;246;100;PROV9335;x
9336;226;73;124;PROV9336;x
9337;233;134;181;PROV9337;x
9338;97;65;250;PROV9338;x
9339;126;215;229;PROV9339;x
9340;66;30;149;PROV9340;x
9341;207;107;132;PROV9341;x
9342;147;54;61;PROV9342;x
9343;172;209;104;PROV9343;x
9344;56;99;97;PROV9344;x
9345;52;86;125;PROV9345;x
9346;126;136;155;PROV9346;x
9347;227;177;72;PROV9347;x
9348;149;194;95;PROV9348;x
9349;223;98;116;PROV9349;x
9350;145;88;143;PROV9350;x
9351;175;202;186;PROV9351;x
9352;166;50;175;PROV9352;x
9353;96;122;222;PROV9353;x
9354;69;84;118;PROV9354;x
9355;50;206;65;PROV9355;x
9356;83;74;233;PROV9356;x
9357;155;254;109;PROV9357;x
9358;104;93;108;PROV9358;x
9359;106;87;167;PROV9359;x
9360;67;178;210;PROV9360;x
9361;199;56;150;PROV9361;x
9362;215;136;151;PROV9362;x
9363;165;140;66;PROV9363;x
9364;205;60;43;PROV9364;x
9365;187;188;123;PROV9365;x
9366;209;129;243;PROV9366;x
9367;59;139;53;PROV9367;x
9368;138;245;89;PROV9368;x
9369;64;101;138;PROV9369;x
9370;108;90;218;PROV9370;x
9371;37;58;199;PROV9371;x
9372;41;125;58;PROV9372;x
9373;197;204;223;PROV9373;x
9374;96;171;160;PROV9374;x
9375;240;152;213;PROV9375;x
9376;179;37;68;PROV9376;x
9377;186;91;65;PROV9377;x
9378;91;181;64;PROV9378;x
9379;42;87;80;PROV9379;x
9380;103;197;31;PROV9380;x
9381;99;176;93;PROV9381;x
9382;94;241;69;PROV9382;x
9383;173;144;191;PROV9383;x
9384;119;196;70;PROV9384;x
9385;120;222;185;PROV9385;x
9386;233;122;192;PROV9386;x
9387;35;113;51;PROV9387;x
9388;160;109;63;PROV9388;x
9389;247;161;163;PROV9389;x
9390;66;157;145;PROV9390;x
9391;138;123;36;PROV9391;x
9392;221;251;250;PROV9392;x
9393;97;175;166;PROV9393;x
9394;173;36;147;PROV9394;x
9395;131;97;149;PROV9395;x
9396;250;226;213;PROV9396;x
9397;134;63;219;PROV9397;x
9398;142;98;114;PROV9398;x
9399;235;194;97;PROV9399;x
9400;59;102;109;PROV9400;x
9401;161;137;242;PROV9401;x
9402;76;235;102;PROV9402;x
9403;63;153;226;PROV9403;x
9404;189;166;202;PROV9404;x
9405;56;117;106;PROV9405;x
9406;158;58;42;PROV9406;x
9407;169;252;190;PROV9407;x
9408;204;186;123;PROV9408;x
9409;180;250;55;PROV9409;x
9410;176;241;87;PROV9410;x
9411;182;68;102;PROV9411;x
9412;35;45;97;PROV9412;x
9413;36;47;97;PROV9413;x
9414;77;216;102;PROV9414;x
9415;242;199;152;PROV9415;x
9416;47;116;236;PROV9416;x
9417;38;107;165;PROV9417;x
9418;85;145;105;PROV9418;x
9419;174;212;205;PROV9419;x
9420;149;151;240;PROV9420;x
9421;168;37;128;PROV9421;x
9422;129;225;105;PROV9422;x
9423;207;252;228;PROV9423;x
9424;180;121;65;PROV9424;x
9425;117;217;242;PROV9425;x
9426;225;162;164;PROV9426;x
9427;74;168;163;PROV9427;x
9428;177;127;177;PROV9428;x
9429;252;166;83;PROV9429;x
9430;203;41;188;PROV9430;x
9431;190;103;192;PROV9431;x
9432;54;172;146;PROV9432;x
9433;160;85;109;PROV9433;x
9434;191;159;53;PROV9434;x
9435;69;87;250;PROV9435;x
9436;218;178;243;PROV9436;x
9437;105;31;228;PROV9437;x
9438;33;246;164;PROV9438;x
9439;205;131;88;PROV9439;x
9440;52;33;241;PROV9440;x
9441;70;79;120;PROV9441;x
9442;215;181;143;PROV9442;x
9443;80;201;245;PROV9443;x
9444;48;169;113;PROV9444;x
9445;84;240;223;PROV9445;x
9446;153;213;108;PROV9446;x
9447;88;240;117;PROV9447;x
9448;199;55;254;PROV9448;x
9449;131;187;112;PROV9449;x
9450;58;104;70;PROV9450;x
9451;87;137;81;PROV9451;x
9452;122;150;109;PROV9452;x
9453;188;108;160;PROV9453;x
9454;136;167;232;PROV9454;x
9455;253;86;117;PROV9455;x
9456;144;204;35;PROV9456;x
9457;195;81;173;PROV9457;x
9458;234;218;48;PROV9458;x
9459;154;126;54;PROV9459;x
9460;121;114;249;PROV9460;x
9461;61;51;126;PROV9461;x
9462;204;216;61;PROV9462;x
9463;61;216;120;PROV9463;x
9464;144;220;134;PROV9464;x
9465;202;206;102;PROV9465;x
9466;139;201;223;PROV9466;x
9467;166;241;237;PROV9467;x
9468;106;117;52;PROV9468;x
9469;63;222;54;PROV9469;x
9470;85;96;249;PROV9470;x
9471;166;105;146;PROV9471;x
9472;135;78;125;PROV9472;x
9473;85;112;242;PROV9473;x
9474;169;80;115;PROV9474;x
9475;69;61;41;PROV9475;x
9476;200;44;180;PROV9476;x
9477;85;209;127;PROV9477;x
9478;41;209;189;PROV9478;x
9479;104;82;138;PROV9479;x
9480;142;253;248;PROV9480;x
9481;96;89;153;PROV9481;x
9482;139;66;131;PROV9482;x
9483;211;34;152;PROV9483;x
9484;127;111;159;PROV9484;x
9485;250;192;66;PROV9485;x
9486;191;112;75;PROV9486;x
9487;162;117;208;PROV9487;x
9488;128;30;142;PROV9488;x
9489;152;154;150;PROV9489;x
9490;212;61;251;PROV9490;x
9491;248;103;246;PROV9491;x
9492;217;184;250;PROV9492;x
9493;58;212;128;PROV9493;x
9494;223;46;47;PROV9494;x
9495;152;167;225;PROV9495;x
9496;92;235;165;PROV9496;x
9497;70;222;88;PROV9497;x
9498;41;242;167;PROV9498;x
9499;236;254;228;PROV9499;x
9500;156;140;168;PROV9500;x
9501;74;31;118;PROV9501;x
9502;75;229;182;PROV9502;x
9503;80;252;128;PROV9503;x
9504;198;100;72;PROV9504;x
9505;44;184;138;PROV9505;x
9506;133;90;148;PROV9506;x
9507;55;179;218;PROV9507;x
9508;203;208;136;PROV9508;x
9509;187;206;197;PROV9509;x
9510;113;183;244;PROV9510;x
9511;66;156;101;PROV9511;x
9512;214;178;44;PROV9512;x
9513;183;106;193;PROV9513;x
9514;72;42;237;PROV9514;x
9515;67;127;151;PROV9515;x
9516;46;251;88;PROV9516;x
9517;58;133;194;PROV9517;x
9518;109;130;216;PROV9518;x
9519;205;126;78;PROV9519;x
9520;237;142;53;PROV9520;x
9521;240;221;99;PROV9521;x
9522;138;161;198;PROV9522;x
9523;225;84;35;PROV9523;x
9524;123;204;238;PROV9524;x
9525;210;238;166;PROV9525;x
9526;235;165;110;PROV9526;x
9527;239;171;209;PROV9527;x
9528;138;84;80;PROV9528;x
9529;80;212;56;PROV9529;x
9530;140;39;82;PROV9530;x
9531;220;201;219;PROV9531;x
9532;170;86;75;PROV9532;x
9533;168;183;220;PROV9533;x
9534;207;75;197;PROV9534;x
9535;82;190;184;PROV9535;x
9536;211;154;147;PROV9536;x
9537;79;224;215;PROV9537;x
9538;222;252;225;PROV9538;x
9539;99;131;167;PROV9539;x
9540;49;88;204;PROV9540;x
9541;172;115;74;PROV9541;x
9542;208;157;32;PROV9542;x
9543;48;69;181;PROV9543;x
9544;120;97;237;PROV9544;x
9545;144;61;126;PROV9545;x
9546;41;86;149;PROV9546;x
9547;151;124;87;PROV9547;x
9548;164;90;70;PROV9548;x
9549;122;253;203;PROV9549;x
9550;249;101;210;PROV9550;x
9551;163;149;125;PROV9551;x
9552;46;65;215;PROV9552;x
9553;153;129;62;PROV9553;x
9554;181;192;114;PROV9554;x
9555;220;214;156;PROV9555;x
9556;233;107;221;PROV9556;x
9557;129;87;75;PROV9557;x
9558;48;152;219;PROV9558;x
9559;146;38;54;PROV9559;x
9560;34;115;159;PROV9560;x
9561;83;54;223;PROV9561;x
9562;225;212;203;PROV9562;x
9563;141;128;251;PROV9563;x
9564;166;143;211;PROV9564;x
9565;116;224;186;PROV9565;x
9566;227;198;131;PROV9566;x
9567;168;144;175;PROV9567;x
9568;237;149;43;PROV9568;x
9569;164;145;251;PROV9569;x
9570;160;155;56;PROV9570;x
9571;190;148;43;PROV9571;x
9572;157;127;168;PROV9572;x
9573;208;121;234;PROV9573;x
9574;224;218;199;PROV9574;x
9575;62;173;95;PROV9575;x
9576;177;120;226;PROV9576;x
9577;239;100;159;PROV9577;x
9578;210;90;97;PROV9578;x
9579;207;235;227;PROV9579;x
9580;224;230;249;PROV9580;x
9581;198;213;126;PROV9581;x
9582;48;111;203;PROV9582;x
9583;195;43;186;PROV9583;x
9584;99;76;213;PROV9584;x
9585;98;128;236;PROV9585;x
9586;216;42;58;PROV9586;x
9587;71;173;57;PROV9587;x
9588;38;190;189;PROV9588;x
9589;189;30;140;PROV9589;x
9590;37;254;242;PROV9590;x
9591;86;44;91;PROV9591;x
9592;147;77;160;PROV9592;x
9593;203;74;87;PROV9593;x
9594;227;140;44;PROV9594;x
9595;138;139;137;PROV9595;x
9596;246;38;218;PROV9596;x
9597;220;156;70;PROV9597;x
9598;99;39;176;PROV9598;x
9599;44;195;214;PROV9599;x
9600;167;188;43;PROV9600;x
9601;199;149;156;PROV9601;x
9602;240;41;113;PROV9602;x
9603;174;98;219;PROV9603;x
9604;153;122;129;PROV9604;x
9605;225;66;79;PROV9605;x
9606;174;81;146;PROV9606;x
9607;32;45;245;PROV9607;x
9608;54;238;48;PROV9608;x
9609;187;241;35;PROV9609;x
9610;170;133;137;PROV9610;x
9611;200;66;140;PROV9611;x
9612;73;58;246;PROV9612;x
9613;143;152;127;PROV9613;x
9614;54;101;194;PROV9614;x
9615;253;97;63;PROV9615;x
9616;195;129;228;PROV9616;x
9617;126;124;144;PROV9617;x
9618;97;165;172;PROV9618;x
9619;52;174;165;PROV9619;x
9620;137;82;54;PROV9620;x
9621;108;33;220;PROV9621;x
9622;112;207;86;PROV9622;x
9623;243;181;38;PROV9623;x
9624;88;61;183;PROV9624;x
9625;49;233;199;PROV9625;x
9626;80;56;171;PROV9626;x
9627;239;247;142;PROV9627;x
9628;62;74;38;PROV9628;x
9629;248;132;156;PROV9629;x
9630;223;50;138;PROV9630;x
9631;110;35;100;PROV9631;x
9632;102;200;97;PROV9632;x
9633;229;170;144;PROV9633;x
9634;232;206;202;PROV9634;x
9635;220;67;93;PROV9635;x
9636;216;78;186;PROV9636;x
9637;227;227;148;PROV9637;x
9638;249;152;90;PROV9638;x
9639;167;76;214;PROV9639;x
9640;211;119;105;PROV9640;x
9641;185;50;161;PROV9641;x
9642;154;232;55;PROV9642;x
9643;113;202;62;PROV9643;x
9644;132;106;140;PROV9644;x
9645;56;37;70;PROV9645;x
9646;195;96;36;PROV9646;x
9647;200;61;84;PROV9647;x
9648;224;250;78;PROV9648;x
9649;244;116;138;PROV9649;x
9650;39;190;154;PROV9650;x
9651;137;48;81;PROV9651;x
9652;69;76;186;PROV9652;x
9653;70;95;90;PROV9653;x
9654;68;133;131;PROV9654;x
9655;154;125;150;PROV9655;x
9656;38;222;144;PROV9656;x
9657;50;226;234;PROV9657;x
9658;50;216;54;PROV9658;x
9659;113;165;145;PROV9659;x
9660;171;103;42;PROV9660;x
9661;162;249;88;PROV9661;x
9662;88;242;216;PROV9662;x
9663;138;154;31;PROV9663;x
9664;201;162;183;PROV9664;x
9665;208;100;155;PROV9665;x
9666;182;235;149;PROV9666;x
9667;248;244;218;PROV9667;x
9668;175;185;36;PROV9668;x
9669;249;48;115;PROV9669;x
9670;162;212;184;PROV9670;x
9671;199;151;59;PROV9671;x
9672;118;246;131;PROV9672;x
9673;92;205;234;PROV9673;x
9674;183;166;102;PROV9674;x
9675;232;35;134;PROV9675;x
9676;158;97;145;PROV9676;x
9677;154;185;184;PROV9677;x
9678;251;178;114;PROV9678;x
9679;78;242;93;PROV9679;x
9680;81;94;224;PROV9680;x
9681;130;231;196;PROV9681;x
9682;101;32;40;PROV9682;x
9683;154;119;109;PROV9683;x
9684;53;119;60;PROV9684;x
9685;169;94;108;PROV9685;x
9686;145;197;179;PROV9686;x
9687;157;120;205;PROV9687;x
9688;224;37;56;PROV9688;x
9689;30;202;228;PROV9689;x
9690;200;69;33;PROV9690;x
9691;67;41;140;PROV9691;x
9692;40;83;189;PROV9692;x
9693;160;160;33;PROV9693;x
9694;123;34;233;PROV9694;x
9695;66;130;96;PROV9695;x
9696;153;112;113;PROV9696;x
9697;35;188;75;PROV9697;x
9698;169;178;229;PROV9698;x
9699;48;160;224;PROV9699;x
9700;169;101;85;PROV9700;x
9701;67;208;79;PROV9701;x
9702;105;241;108;PROV9702;x
9703;175;158;41;PROV9703;x
9704;174;240;66;PROV9704;x
9705;176;64;115;PROV9705;x
9706;227;188;162;PROV9706;x
9707;215;131;120;PROV9707;x
9708;144;194;136;PROV9708;x
9709;213;152;118;PROV9709;x
9710;166;247;177;PROV9710;x
9711;220;245;89;PROV9711;x
9712;203;85;80;PROV9712;x
9713;183;216;143;PROV9713;x
9714;242;233;208;PROV9714;x
9715;101;116;203;PROV9715;x
9716;38;248;143;PROV9716;x
9717;143;75;227;PROV9717;x
9718;91;208;225;PROV9718;x
9719;219;177;44;PROV9719;x
9720;197;147;118;PROV9720;x
9721;244;38;166;PROV9721;x
9722;119;209;249;PROV9722;x
9723;232;227;233;PROV9723;x
9724;65;74;226;PROV9724;x
9725;48;227;152;PROV9725;x
9726;166;73;108;PROV9726;x
9727;188;204;159;PROV9727;x
9728;229;53;201;PROV9728;x
9729;205;158;66;PROV9729;x
9730;118;238;162;PROV9730;x
9731;66;240;98;PROV9731;x
9732;55;252;225;PROV9732;x
9733;72;237;162;PROV9733;x
9734;209;61;50;PROV9734;x
9735;164;108;31;PROV9735;x
9736;30;73;236;PROV9736;x
9737;103;83;134;PROV9737;x
9738;190;39;197;PROV9738;x
9739;214;45;240;PROV9739;x
9740;219;168;81;PROV9740;x
9741;212;143;244;PROV9741;x
9742;101;253;88;PROV9742;x
9743;157;248;229;PROV9743;x
9744;182;124;90;PROV9744;x
9745;200;234;173;PROV9745;x
9746;139;94;199;PROV9746;x
9747;200;204;114;PROV9747;x
9748;85;45;185;PROV9748;x
9749;58;130;230;PROV9749;x
9750;156;95;237;PROV9750;x
9751;239;107;98;PROV9751;x
9752;111;251;172;PROV9752;x
9753;60;93;109;PROV9753;x
9754;197;127;79;PROV9754;x
9755;73;244;60;PROV9755;x
9756;54;105;206;PROV9756;x
9757;70;48;219;PROV9757;x
9758;221;156;127;PROV9758;x
9759;89;73;152;PROV9759;x
9760;113;31;182;PROV9760;x
9761;247;197;47;PROV9761;x
9762;247;119;237;PROV9762;x
9763;31;108;30;PROV9763;x
9764;119;33;107;PROV9764;x
9765;64;79;124;PROV9765;x
9766;226;239;140;PROV9766;x
9767;200;132;245;PROV9767;x
9768;60;199;88;PROV9768;x
9769;134;144;125;PROV9769;x
9770;74;226;50;PROV9770;x
9771;212;114;125;PROV9771;x
9772;152;43;233;PROV9772;x
9773;196;81;155;PROV9773;x
9774;205;205;45;PROV9774;x
9775;141;186;106;PROV9775;x
9776;33;117;88;PROV9776;x
9777;192;216;252;PROV9777;x
9778;213;143;229;PROV9778;x
9779;141;211;136;PROV9779;x
9780;234;162;174;PROV9780;x
9781;236;167;65;PROV9781;x
9782;145;60;188;PROV9782;x
9783;240;153;109;PROV9783;x
9784;248;109;248;PROV9784;x
9785;72;247;213;PROV9785;x
9786;48;71;138;PROV9786;x
9787;217;200;202;PROV9787;x
9788;226;215;81;PROV9788;x
9789;235;237;192;PROV9789;x
9790;180;190;96;PROV9790;x
9791;145;226;72;PROV9791;x
9792;126;160;49;PROV9792;x
9793;70;142;87;PROV9793;x
9794;155;56;43;PROV9794;x
9795;75;198;136;PROV9795;x
9796;34;170;150;PROV9796;x
9797;46;123;170;PROV9797;x
9798;252;47;217;PROV9798;x
9799;227;40;207;PROV9799;x
9800;239;165;77;PROV9800;x
9801;250;89;217;PROV9801;x
9802;42;132;138;PROV9802;x
9803;205;201;117;PROV9803;x
9804;193;232;183;PROV9804;x
9805;81;92;173;PROV9805;x
9806;188;180;46;PROV9806;x
9807;200;231;96;PROV9807;x
9808;71;164;97;PROV9808;x
9809;180;147;208;PROV9809;x
9810;110;154;150;PROV9810;x
9811;97;86;232;PROV9811;x
9812;39;159;222;PROV9812;x
9813;81;62;95;PROV9813;x
9814;252;83;224;PROV9814;x
9815;63;107;145;PROV9815;x
9816;241;201;210;PROV9816;x
9817;73;68;114;PROV9817;x
9818;190;69;188;PROV9818;x
9819;236;208;179;PROV9819;x
9820;150;116;239;PROV9820;x
9821;185;124;77;PROV9821;x
9822;221;126;176;PROV9822;x
9823;206;71;187;PROV9823;x
9824;206;137;148;PROV9824;x
9825;205;202;177;PROV9825;x
9826;127;38;87;PROV9826;x
9827;207;194;201;PROV9827;x
9828;252;67;115;PROV9828;x
9829;65;161;47;PROV9829;x
9830;73;58;205;PROV9830;x
9831;72;185;200;PROV9831;x
9832;110;97;213;PROV9832;x
9833;177;96;235;PROV9833;x
9834;224;65;159;PROV9834;x
9835;53;121;186;PROV9835;x
9836;221;239;121;PROV9836;x
9837;41;138;200;PROV9837;x
9838;122;198;177;PROV9838;x
9839;68;187;87;PROV9839;x
9840;216;186;220;PROV9840;x
9841;158;162;42;PROV9841;x
9842;236;164;206;PROV9842;x
9843;202;124;134;PROV9843;x
9844;218;205;196;PROV9844;x
9845;106;237;158;PROV9845;x
9846;71;229;200;PROV9846;x
9847;183;99;176;PROV9847;x
9848;180;62;175;PROV9848;x
9849;35;204;242;PROV9849;x
9850;53;72;165;PROV9850;x
9851;156;215;165;PROV9851;x
9852;45;95;157;PROV9852;x
9853;146;71;212;PROV9853;x
9854;235;49;144;PROV9854;x
9855;242;77;188;PROV9855;x
9856;34;45;215;PROV9856;x
9857;48;251;212;PROV9857;x
9858;141;62;117;PROV9858;x
9859;73;232;130;PROV9859;x
9860;122;231;214;PROV9860;x
9861;219;178;82;PROV9861;x
9862;224;92;244;PROV9862;x
9863;60;91;172;PROV9863;x
9864;31;180;188;PROV9864;x
9865;243;203;79;PROV9865;x
9866;62;193;240;PROV9866;x
9867;241;30;188;PROV9867;x
9868;56;34;76;PROV9868;x
9869;207;44;182;PROV9869;x
9870;78;226;117;PROV9870;x
9871;57;53;94;PROV9871;x
9872;252;45;125;PROV9872;x
9873;92;48;240;PROV9873;x
9874;198;228;209;PROV9874;x
9875;73;47;100;PROV9875;x
9876;54;153;113;PROV9876;x
9877;67;41;69;PROV9877;x
9878;56;192;173;PROV9878;x
9879;35;47;77;PROV9879;x
9880;92;237;120;PROV9880;x
9881;84;229;156;PROV9881;x
9882;123;246;188;PROV9882;x
9883;208;224;175;PROV9883;x
9884;30;72;57;PROV9884;x
9885;234;238;242;PROV9885;x
9886;230;182;145;PROV9886;x
9887;98;40;215;PROV9887;x
9888;78;167;172;PROV9888;x
9889;207;87;30;PROV9889;x
9890;192;136;246;PROV9890;x
9891;119;243;73;PROV9891;x
9892;199;185;162;PROV9892;x
9893;180;113;72;PROV9893;x
9894;148;145;93;PROV9894;x
9895;203;76;208;PROV9895;x
9896;186;59;119;PROV9896;x
9897;187;248;226;PROV9897;x
9898;159;35;91;PROV9898;x
9899;239;34;50;PROV9899;x
9900;109;31;167;PROV9900;x
9901;174;92;190;PROV9901;x
9902;66;145;250;PROV9902;x
9903;199;61;252;PROV9903;x
9904;238;172;182;PROV9904;x
9905;173;184;52;PROV9905;x
9906;108;170;179;PROV9906;x
9907;154;50;57;PROV9907;x
9908;166;35;143;PROV9908;x
9909;49;214;238;PROV9909;x
9910;236;215;180;PROV9910;x
9911;141;100;111;PROV9911;x
9912;159;229;82;PROV9912;x
9913;157;166;186;PROV9913;x
9914;122;203;105;PROV9914;x
9915;73;241;105;PROV9915;x
9916;69;160;119;PROV9916;x
9917;126;210;236;PROV9917;x
9918;139;38;87;PROV9918;x
9919;77;46;186;PROV9919;x
9920;42;217;101;PROV9920;x
9921;101;127;102;PROV9921;x
9922;100;43;210;PROV9922;x
9923;247;195;64;PROV9923;x
9924;58;74;86;PROV9924;x
9925;67;230;227;PROV9925;x
9926;162;196;84;PROV9926;x
9927;91;45;145;PROV9927;x
9928;130;49;221;PROV9928;x
9929;249;110;150;PROV9929;x
9930;30;201;53;PROV9930;x
9931;182;50;106;PROV9931;x
9932;33;228;228;PROV9932;x
9933;150;99;210;PROV9933;x
9934;115;133;44;PROV9934;x
9935;201;111;219;PROV9935;x
9936;31;39;70;PROV9936;x
9937;213;134;50;PROV9937;x
9938;47;40;111;PROV9938;x
9939;211;225;248;PROV9939;x
9940;244;230;124;PROV9940;x
9941;138;247;249;PROV9941;x
9942;40;131;53;PROV9942;x
9943;235;64;32;PROV9943;x
9944;254;41;127;PROV9944;x
9945;128;230;167;PROV9945;x
9946;130;183;193;PROV9946;x
9947;32;248;101;PROV9947;x
9948;109;72;96;PROV9948;x
9949;32;165;40;PROV9949;x
9950;249;76;32;PROV9950;x
9951;234;161;123;PROV9951;x
9952;115;232;140;PROV9952;x
9953;50;191;235;PROV9953;x
9954;195;50;229;PROV9954;x
9955;68;213;122;PROV9955;x
9956;178;173;64;PROV9956;x
9957;199;110;71;PROV9957;x
9958;85;242;237;PROV9958;x
9959;53;58;205;PROV9959;x
9960;182;37;220;PROV9960;x
9961;43;240;242;PROV9961;x
9962;254;50;135;PROV9962;x
