#CODE;ENGLISH;FRENCH;GERMAN;POLSKI;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGESE;RUSSIAN;FINNISH;x
PROV7690;Kirov;;;;;;;;;;;;;x
PROV7691;Bryansk;;;;;;;;;;;;;x
PROV7692;Sevsk;;;;;;;;;;;;;x
PROV7693;Shostka;;;;;;;;;;;;;x
PROV7694;Romny;;;;;;;;;;;;;x
PROV7695;Zinkiv;;;;;;;;;;;;;x
PROV7696;Poltava;;;;;;;;;;;;;x
PROV7697;Dniprodzerzhynsk;;;;;;;;;;;;;x
PROV7698;Nikopol;;;;;;;;;;;;;x
PROV7699;Kakhovka;;;;;;;;;;;;;x
PROV7700;Simferopol;;;;;;;;;;;;;x
PROV7701;Sevastopol;;;;;;;;;;;;;x
PROV7702;Kastamonu;;;;;;;;;;;;;x
PROV7703;Panama Canal;;;;;;;;;;;;;x
PROV7704;Kirikkale;;;;;;;;;;;;;x
PROV7705;Kirsehir;;;;;;;;;;;;;x
PROV7706;Aksaray;;;;;;;;;;;;;x
PROV7707;Nigde;;;;;;;;;;;;;x
PROV7708;Mersin;;;;;;;;;;;;;x
PROV7709;Nicosia;;;;;;;;;;;;;x
PROV7710;El Arish;;;;;;;;;;;;;x
PROV7711;Nuweiba;;;;;;;;;;;;;x
PROV7712;Nuwelba;;;;;;;;;;;;;x
PROV7713;Sharm El-Sheikh;;;;;;;;;;;;;x
PROV7714;Al Qusayr;;;;;;;;;;;;;x
PROV7715;Barraniya;;;;;;;;;;;;;x
PROV7716;Gebel Hamata;;;;;;;;;;;;;x
PROV7717;Gebel Mishbih;;;;;;;;;;;;;x
PROV7718;Allaqi;;;;;;;;;;;;;x
PROV7719;Jebel Abu Damra;;;;;;;;;;;;;x
PROV7720;Janjanbureh;;;;;;;;;;;;;x
PROV7721;Chukha;;;;;;;;;;;;;x
PROV7722;Atbara;;;;;;;;;;;;;x
PROV7723;Ad Damar;;;;;;;;;;;;;x
PROV7724;Abu Dulayq;;;;;;;;;;;;;x
PROV7725;Wad Rawah;;;;;;;;;;;;;x
PROV7726;Lake Kossou;;;;;;;;;;;;;x
PROV7727;Sennar;;;;;;;;;;;;;x
PROV7728;Ad Damazin;;;;;;;;;;;;;x
PROV7729;Baw;;;;;;;;;;;;;x
PROV7730;Gharbas;;;;;;;;;;;;;x
PROV7731;Gambela;;;;;;;;;;;;;x
PROV7732;Agenga;;;;;;;;;;;;;x
PROV7733;Apiong;;;;;;;;;;;;;x
PROV7734;Ngigalingatun;;;;;;;;;;;;;x
PROV7735;Kapoeta;;;;;;;;;;;;;x
PROV7736;Abim;;;;;;;;;;;;;x
PROV7737;Morulinga;;;;;;;;;;;;;x
PROV7738;Soroti;;;;;;;;;;;;;x
PROV7739;Jinja;;;;;;;;;;;;;x
PROV7740;Kisumu;;;;;;;;;;;;;x
PROV7741;Musoma;;;;;;;;;;;;;x
PROV7742;Maswa;;;;;;;;;;;;;x
PROV7743;Somanda;;;;;;;;;;;;;x
PROV7744;Singida;;;;;;;;;;;;;x
PROV7745;Manyoni;;;;;;;;;;;;;x
PROV7746;Kipula;;;;;;;;;;;;;x
PROV7747;Rujewa;;;;;;;;;;;;;x
PROV7748;Tukuyu;;;;;;;;;;;;;x
PROV7749;Karonga;;;;;;;;;;;;;x
PROV7750;Bolero;;;;;;;;;;;;;x
PROV7751;Mzuzu;;;;;;;;;;;;;x
PROV7752;Mzimba;;;;;;;;;;;;;x
PROV7753;Lilongwe;;;;;;;;;;;;;x
PROV7754;Ulongwe;;;;;;;;;;;;;x
PROV7755;Moatize;;;;;;;;;;;;;x
PROV7756;Correia;;;;;;;;;;;;;x
PROV7757;Machesse;;;;;;;;;;;;;x
PROV7758;Port-au-Prince;;;;;;;;;;;;;x
PROV7759;Guncha;;;;;;;;;;;;;x
PROV7760;Muave;;;;;;;;;;;;;x
PROV7761;Chicuzane;;;;;;;;;;;;;x
PROV7762;Mabote;;;;;;;;;;;;;x
PROV7763;Funhalouro;;;;;;;;;;;;;x
PROV7764;Panda;;;;;;;;;;;;;x
PROV7765;Quissico;;;;;;;;;;;;;x
PROV7766;Komorok;;;;;;;;;;;;;x
PROV7767;Uyandi;;;;;;;;;;;;;x
PROV7768;Sholovantsy;;;;;;;;;;;;;x
PROV7769;Malyy Kemchug;;;;;;;;;;;;;x
PROV7770;Yagenetta;;;;;;;;;;;;;x
PROV7771;Khoshlokh;;;;;;;;;;;;;x
PROV7772;Vozhmogora;;;;;;;;;;;;;x
PROV7773;Medzvezhyegorsk;;;;;;;;;;;;;x
PROV7774;Polya;;;;;;;;;;;;;x
PROV7775;Krasnyy Bor;;;;;;;;;;;;;x
PROV7776;Kurba;;;;;;;;;;;;;x
PROV7777;Pikalyovo;;;;;;;;;;;;;x
PROV7778;Vyshny Volochyok;;;;;;;;;;;;;x
PROV7779;Torzhok;;;;;;;;;;;;;x
PROV7780;Zubtsov;;;;;;;;;;;;;x
PROV7781;Gagarin;;;;;;;;;;;;;x
PROV7782;Yukhnov;;;;;;;;;;;;;x
PROV7783;Lyudinovo;;;;;;;;;;;;;x
PROV7784;Karachev;;;;;;;;;;;;;x
PROV7785;Zheleznogorsk;;;;;;;;;;;;;x
PROV7786;Rylsk;;;;;;;;;;;;;x
PROV7787;Sumy;;;;;;;;;;;;;x
PROV7788;Okhtyrka;;;;;;;;;;;;;x
PROV7789;Krasnohrad;;;;;;;;;;;;;x
PROV7790;Dnipropetrovsk;;;;;;;;;;;;;x
PROV7791;Zaporozhye;;;;;;;;;;;;;x
PROV7792;Melitopol;;;;;;;;;;;;;x
PROV7793;Kerch;;;;;;;;;;;;;x
PROV7794;Sinop;;;;;;;;;;;;;x
PROV7795;Amasya;;;;;;;;;;;;;x
PROV7796;Corum;;;;;;;;;;;;;x
PROV7797;Yozgat;;;;;;;;;;;;;x
PROV7798;Nevsehir;;;;;;;;;;;;;x
PROV7799;Adana;;;;;;;;;;;;;x
PROV7800;Tel Aviv;;;;;;;;;;;;;x
PROV7801;Beer Sheva;;;;;;;;;;;;;x
PROV7802;Eilat;;;;;;;;;;;;;x
PROV7803;Al-Bad;;;;;;;;;;;;;x
PROV7804;Marsa Alam;;;;;;;;;;;;;x
PROV7805;Bir Shalatayn;;;;;;;;;;;;;x
PROV7806;Marsa Shaab;;;;;;;;;;;;;x
PROV7807;Homogaiah;;;;;;;;;;;;;x
PROV7808;Jebel Disgala;;;;;;;;;;;;;x
PROV7809;Jebel Homateb;;;;;;;;;;;;;x
PROV7810;Siyeteb;;;;;;;;;;;;;x
PROV7811;Umm Baa'shim;;;;;;;;;;;;;x
PROV7812;Qawz Rajab;;;;;;;;;;;;;x
PROV7813;New Halfa;;;;;;;;;;;;;x
PROV7814;Al Qadarif;;;;;;;;;;;;;x
PROV7815;Qala' an Nahl;;;;;;;;;;;;;x
PROV7816;Simaia;;;;;;;;;;;;;x
PROV7817;Guba;;;;;;;;;;;;;x
PROV7818;Menge;;;;;;;;;;;;;x
PROV7819;Mendi;;;;;;;;;;;;;x
PROV7820;Dembi Dolo;;;;;;;;;;;;;x
PROV7821;Abobo;;;;;;;;;;;;;x
PROV7822;Lake Tana;;;;;;;;;;;;;x
PROV7823;Mukajo;;;;;;;;;;;;;x
PROV7824;Lopirapira;;;;;;;;;;;;;x
PROV7825;Lokichogio;;;;;;;;;;;;;x
PROV7826;Gatome;;;;;;;;;;;;;x
PROV7827;Kitale;;;;;;;;;;;;;x
PROV7828;Eldoret;;;;;;;;;;;;;x
PROV7829;Bosta;;;;;;;;;;;;;x
PROV7830;Kilgoris;;;;;;;;;;;;;x
PROV7831;Banagi;;;;;;;;;;;;;x
PROV7832;Haidom;;;;;;;;;;;;;x
PROV7833;Nangwa;;;;;;;;;;;;;x
PROV7834;Kintiku;;;;;;;;;;;;;x
PROV7835;Nondwa;;;;;;;;;;;;;x
PROV7836;Iringa;;;;;;;;;;;;;x
PROV7837;Mlimba;;;;;;;;;;;;;x
PROV7838;Makambako;;;;;;;;;;;;;x
PROV7839;Mbinga;;;;;;;;;;;;;x
PROV7840;Lake Malawi;;;;;;;;;;;;;x
PROV7841;Maniamba;;;;;;;;;;;;;x
PROV7842;Lichinga;;;;;;;;;;;;;x
PROV7843;Nikopola;;;;;;;;;;;;;x
PROV7844;Zomba;;;;;;;;;;;;;x
PROV7845;Blantyre;;;;;;;;;;;;;x
PROV7846;Mutarara;;;;;;;;;;;;;x
PROV7847;Vila Paiva de Andrada;;;;;;;;;;;;;x
PROV7848;Beira;;;;;;;;;;;;;x
PROV7849;Nova Sofala;;;;;;;;;;;;;x
PROV7850;Inhassoro;;;;;;;;;;;;;x
PROV7851;Vilankulos;;;;;;;;;;;;;x
PROV7852;Morrumbene;;;;;;;;;;;;;x
PROV7853;Maxixe;;;;;;;;;;;;;x
PROV7854;Beshchnovo;;;;;;;;;;;;;x
PROV7855;Esteriktyakh;;;;;;;;;;;;;x
PROV7856;Markharan;;;;;;;;;;;;;x
PROV7857;Bol'shoy Kemchug;;;;;;;;;;;;;x
PROV7858;Yamsavey;;;;;;;;;;;;;x
PROV7859;Kuznetsovo;;;;;;;;;;;;;x
PROV7860;Unezhma;;;;;;;;;;;;;x
PROV7861;Sheltoporog;;;;;;;;;;;;;x
PROV7862;Chelmuzhi;;;;;;;;;;;;;x
PROV7863;Pudozh;;;;;;;;;;;;;x
PROV7864;Vytegra;;;;;;;;;;;;;x
PROV7865;Mitino;;;;;;;;;;;;;x
PROV7866;Turgosh;;;;;;;;;;;;;x
PROV7867;Kabozha;;;;;;;;;;;;;x
PROV7868;Udomlya;;;;;;;;;;;;;x
PROV7869;Likhoslavl;;;;;;;;;;;;;x
PROV7870;Tver;;;;;;;;;;;;;x
PROV7871;Volokolamsk;;;;;;;;;;;;;x
PROV7872;Mozhaysk;;;;;;;;;;;;;x
PROV7873;Kaluga;;;;;;;;;;;;;x
PROV7874;Kozelsk;;;;;;;;;;;;;x
PROV7875;Oryol;;;;;;;;;;;;;x
PROV7876;Shchigry;;;;;;;;;;;;;x
PROV7877;Kursk;;;;;;;;;;;;;x
PROV7878;Belgorod;;;;;;;;;;;;;x
PROV7879;Kharkiv;;;;;;;;;;;;;x
PROV7880;Lozovaya;;;;;;;;;;;;;x
PROV7881;Pavlohrad;;;;;;;;;;;;;x
PROV7882;Kuibysheve;;;;;;;;;;;;;x
PROV7883;Prymorsk;;;;;;;;;;;;;x
PROV7884;Samsun;;;;;;;;;;;;;x
PROV7885;Kayseri;;;;;;;;;;;;;x
PROV7886;Akdagmadeni;;;;;;;;;;;;;x
PROV7887;Osmaniye;;;;;;;;;;;;;x
PROV7888;Hatay;;;;;;;;;;;;;x
PROV7889;Latakia;;;;;;;;;;;;;x
PROV7890;Beirut;;;;;;;;;;;;;x
PROV7891;Damascus;;;;;;;;;;;;;x
PROV7892;Irbid;;;;;;;;;;;;;x
PROV7893;Amman;;;;;;;;;;;;;x
PROV7894;Al Karak;;;;;;;;;;;;;x
PROV7895;Al Aqaba;;;;;;;;;;;;;x
PROV7896;Tabuk;;;;;;;;;;;;;x
PROV7897;Duba;;;;;;;;;;;;;x
PROV7898;Halaib;;;;;;;;;;;;;x
PROV7899;Salala;;;;;;;;;;;;;x
PROV7900;Bir Tita;;;;;;;;;;;;;x
PROV7901;Jubayt;;;;;;;;;;;;;x
PROV7902;Haiya;;;;;;;;;;;;;x
PROV7903;Derudeb;;;;;;;;;;;;;x
PROV7904;Aroma;;;;;;;;;;;;;x
PROV7905;Kassala;;;;;;;;;;;;;x
PROV7906;Showak;;;;;;;;;;;;;x
PROV7907;Basunda;;;;;;;;;;;;;x
PROV7908;Maganan;;;;;;;;;;;;;x
PROV7909;Azafi;;;;;;;;;;;;;x
PROV7910;Debre Zeyit;;;;;;;;;;;;;x
PROV7911;Gimbi;;;;;;;;;;;;;x
PROV7912;Shishinda;;;;;;;;;;;;;x
PROV7913;Machi;;;;;;;;;;;;;x
PROV7914;Jinka;;;;;;;;;;;;;x
PROV7915;Lodwar;;;;;;;;;;;;;x
PROV7916;Kalemngorok;;;;;;;;;;;;;x
PROV7917;Lokorio;;;;;;;;;;;;;x
PROV7918;Nakuru;;;;;;;;;;;;;x
PROV7919;Olenguruone;;;;;;;;;;;;;x
PROV7920;Narok;;;;;;;;;;;;;x
PROV7921;Arusha;;;;;;;;;;;;;x
PROV7922;Karatu;;;;;;;;;;;;;x
PROV7923;Babati;;;;;;;;;;;;;x
PROV7924;Kalema;;;;;;;;;;;;;x
PROV7925;Dodoma;;;;;;;;;;;;;x
PROV7926;Kidodi;;;;;;;;;;;;;x
PROV7927;Lupiro;;;;;;;;;;;;;x
PROV7928;Mahanje;;;;;;;;;;;;;x
PROV7929;Songea;;;;;;;;;;;;;x
PROV7930;Mataca;;;;;;;;;;;;;x
PROV7931;Muapula;;;;;;;;;;;;;x
PROV7932;Namache;;;;;;;;;;;;;x
PROV7933;Cuamba;;;;;;;;;;;;;x
PROV7934;Molumbo;;;;;;;;;;;;;x
PROV7935;Milange;;;;;;;;;;;;;x
PROV7936;Morrumbala;;;;;;;;;;;;;x
PROV7937;Gorelova;;;;;;;;;;;;;x
PROV7938;Khachimcher;;;;;;;;;;;;;x
PROV7939;Tours;;;;;;;;;;;;;x
PROV7940;Chet';;;;;;;;;;;;;x
PROV7941;Pur;;;;;;;;;;;;;x
PROV7942;Kushevat;;;;;;;;;;;;;x
PROV7943;Kushereka;;;;;;;;;;;;;x
PROV7944;Igisha;;;;;;;;;;;;;x
PROV7945;Gumamavolok;;;;;;;;;;;;;x
PROV7946;Krivtsy;;;;;;;;;;;;;x
PROV7947;Yanishevo;;;;;;;;;;;;;x
PROV7948;Annenskiy Most;;;;;;;;;;;;;x
PROV7949;Babayevo;;;;;;;;;;;;;x
PROV7950;Ustyuzhna;;;;;;;;;;;;;x
PROV7951;Vesyegonsk;;;;;;;;;;;;;x
PROV7952;Kashin;;;;;;;;;;;;;x
PROV7953;Kimry;;;;;;;;;;;;;x
PROV7954;Klin;;;;;;;;;;;;;x
PROV7955;Podolsk;;;;;;;;;;;;;x
PROV7956;Obninsk;;;;;;;;;;;;;x
PROV7957;Plavsk;;;;;;;;;;;;;x
PROV7958;Novosil;;;;;;;;;;;;;x
PROV7959;Livny;;;;;;;;;;;;;x
PROV7960;Stuzhen;;;;;;;;;;;;;x
PROV7961;Gubkin;;;;;;;;;;;;;x
PROV7962;Vovchansk;;;;;;;;;;;;;x
PROV7963;Izyum;;;;;;;;;;;;;x
PROV7964;Kramatorsk;;;;;;;;;;;;;x
PROV7965;Donetsk;;;;;;;;;;;;;x
PROV7966;Mariupol;;;;;;;;;;;;;x
PROV7967;Tokat;;;;;;;;;;;;;x
PROV7968;Sivas;;;;;;;;;;;;;x
PROV7969;Elbistan;;;;;;;;;;;;;x
PROV7970;Kahramanmaras;;;;;;;;;;;;;x
PROV7971;Kilis;;;;;;;;;;;;;x
PROV7972;Idlib;;;;;;;;;;;;;x
PROV7973;Hamah;;;;;;;;;;;;;x
PROV7974;Hims;;;;;;;;;;;;;x
PROV7975;Al-Nabk;;;;;;;;;;;;;x
PROV7976;Daraa;;;;;;;;;;;;;x
PROV7977;Al Quarayyat;;;;;;;;;;;;;x
PROV7978;Bayir;;;;;;;;;;;;;x
PROV7979;Kilwa;;;;;;;;;;;;;x
PROV7980;Bir Ibn Hirmas;;;;;;;;;;;;;x
PROV7981;Al Qalibah;;;;;;;;;;;;;x
PROV7982;Al Wajh;;;;;;;;;;;;;x
PROV7983;Hanak;;;;;;;;;;;;;x
PROV7984;Umm Lajj;;;;;;;;;;;;;x
PROV7985;Dungunab;;;;;;;;;;;;;x
PROV7986;Port Sudan;;;;;;;;;;;;;x
PROV7987;Suakin;;;;;;;;;;;;;x
PROV7988;Sinkat;;;;;;;;;;;;;x
PROV7989;Asmat;;;;;;;;;;;;;x
PROV7990;Teseney;;;;;;;;;;;;;x
PROV7991;Himora;;;;;;;;;;;;;x
PROV7992;Adi Ramets;;;;;;;;;;;;;x
PROV7993;Gondar;;;;;;;;;;;;;x
PROV7994;Bahir Dar;;;;;;;;;;;;;x
PROV7995;Debre Markos;;;;;;;;;;;;;x
PROV7996;Nekemte;;;;;;;;;;;;;x
PROV7997;Atnago;;;;;;;;;;;;;x
PROV7998;Jimma;;;;;;;;;;;;;x
PROV7999;Soddo;;;;;;;;;;;;;x
PROV8000;Arba Minch;;;;;;;;;;;;;x
PROV8001;Sabarei;;;;;;;;;;;;;x
PROV8002;Komote;;;;;;;;;;;;;x
PROV8003;Kulapesa;;;;;;;;;;;;;x
PROV8004;Baragoi;;;;;;;;;;;;;x
PROV8005;Nanyuki;;;;;;;;;;;;;x
PROV8006;Nyeri;;;;;;;;;;;;;x
PROV8007;Nairobi;;;;;;;;;;;;;x
PROV8008;Magadi;;;;;;;;;;;;;x
PROV8009;Naberera;;;;;;;;;;;;;x
PROV8010;Kibaya;;;;;;;;;;;;;x
PROV8011;Kilosa;;;;;;;;;;;;;x
PROV8012;Matemwe;;;;;;;;;;;;;x
PROV8013;Mahenge;;;;;;;;;;;;;x
PROV8014;Gumbiro;;;;;;;;;;;;;x
PROV8015;Liwale;;;;;;;;;;;;;x
PROV8016;Tunduru;;;;;;;;;;;;;x
PROV8017;Anzola;;;;;;;;;;;;;x
PROV8018;Mirrione;;;;;;;;;;;;;x
PROV8019;Gurue;;;;;;;;;;;;;x
PROV8020;Mucubi;;;;;;;;;;;;;x
PROV8021;Quelimane;;;;;;;;;;;;;x
PROV8022;Marromeu;;;;;;;;;;;;;x
PROV8023;Anyuysk;;;;;;;;;;;;;x
PROV8024;Urasalakh;;;;;;;;;;;;;x
PROV8025;Khaingda;;;;;;;;;;;;;x
PROV8026;Ekonda;;;;;;;;;;;;;x
PROV8027;Tarko-Sale;;;;;;;;;;;;;x
PROV8028;Ingisoim;;;;;;;;;;;;;x
PROV8029;Onega;;;;;;;;;;;;;x
PROV8030;Polovina;;;;;;;;;;;;;x
PROV8031;Kozhposelok;;;;;;;;;;;;;x
PROV8032;Khvalinskaya;;;;;;;;;;;;;x
PROV8033;Vyselok;;;;;;;;;;;;;x
PROV8034;Kyabelovo;;;;;;;;;;;;;x
PROV8035;Cherepovets;;;;;;;;;;;;;x
PROV8036;Dubrova;;;;;;;;;;;;;x
PROV8037;Uglich;;;;;;;;;;;;;x
PROV8038;Pushkino;;;;;;;;;;;;;x
PROV8039;Moscow;;;;;;;;;;;;;x
PROV8040;Tula;;;;;;;;;;;;;x
PROV8041;Bogoroditsk;;;;;;;;;;;;;x
PROV8042;Yefremov;;;;;;;;;;;;;x
PROV8043;Yelets;;;;;;;;;;;;;x
PROV8044;Bykovo;;;;;;;;;;;;;x
PROV8045;Stary Oskol;;;;;;;;;;;;;x
PROV8046;Valuyki;;;;;;;;;;;;;x
PROV8047;Kupyansk;;;;;;;;;;;;;x
PROV8048;Horlivka;;;;;;;;;;;;;x
PROV8049;Novoazovsk;;;;;;;;;;;;;x
PROV8050;Temryuk;;;;;;;;;;;;;x
PROV8051;Anapa;;;;;;;;;;;;;x
PROV8052;Ordu;;;;;;;;;;;;;x
PROV8053;Divrigi;;;;;;;;;;;;;x
PROV8054;Malatya;;;;;;;;;;;;;x
PROV8055;Adiyaman;;;;;;;;;;;;;x
PROV8056;Gaziantep;;;;;;;;;;;;;x
PROV8057;Aleppo;;;;;;;;;;;;;x
PROV8058;Salamiyah;;;;;;;;;;;;;x
PROV8059;Palmyra;;;;;;;;;;;;;x
PROV8060;As Suwayda;;;;;;;;;;;;;x
PROV8061;Miqt;;;;;;;;;;;;;x
PROV8062;Azraq ed Duruz;;;;;;;;;;;;;x
PROV8063;Tubarjal;;;;;;;;;;;;;x
PROV8064;Subayhah;;;;;;;;;;;;;x
PROV8065;Meegowa;;;;;;;;;;;;;x
PROV8066;Mughayra;;;;;;;;;;;;;x
PROV8067;Muntar;;;;;;;;;;;;;x
PROV8068;Al Ula;;;;;;;;;;;;;x
PROV8069;Alkalbah;;;;;;;;;;;;;x
PROV8070;Yanbu;;;;;;;;;;;;;x
PROV8071;Gazirat In;;;;;;;;;;;;;x
PROV8072;Keren;;;;;;;;;;;;;x
PROV8073;Asmera;;;;;;;;;;;;;x
PROV8074;Endasillasie;;;;;;;;;;;;;x
PROV8075;Debark;;;;;;;;;;;;;x
PROV8076;Koga;;;;;;;;;;;;;x
PROV8077;Debre Tabor;;;;;;;;;;;;;x
PROV8078;Zebich;;;;;;;;;;;;;x
PROV8079;Ambo;;;;;;;;;;;;;x
PROV8080;Chitu;;;;;;;;;;;;;x
PROV8081;Hagere Maryam;;;;;;;;;;;;;x
PROV8082;Yebelo;;;;;;;;;;;;;x
PROV8083;Forolle;;;;;;;;;;;;;x
PROV8084;Marsabit;;;;;;;;;;;;;x
PROV8085;Laisamis;;;;;;;;;;;;;x
PROV8086;Isiolo;;;;;;;;;;;;;x
PROV8087;Meru;;;;;;;;;;;;;x
PROV8088;Mwingi;;;;;;;;;;;;;x
PROV8089;Kakangani;;;;;;;;;;;;;x
PROV8090;Voi;;;;;;;;;;;;;x
PROV8091;Korogwe;;;;;;;;;;;;;x
PROV8092;Morogoro;;;;;;;;;;;;;x
PROV8093;Utete;;;;;;;;;;;;;x
PROV8094;Muhinji Chini;;;;;;;;;;;;;x
PROV8095;Nachingwea;;;;;;;;;;;;;x
PROV8096;Masasi;;;;;;;;;;;;;x
PROV8097;Nantuego;;;;;;;;;;;;;x
PROV8098;Marrupa;;;;;;;;;;;;;x
PROV8099;Amurri;;;;;;;;;;;;;x
PROV8100;Mutuali;;;;;;;;;;;;;x
PROV8101;Alto Ligonha;;;;;;;;;;;;;x
PROV8102;Pebane;;;;;;;;;;;;;x
PROV8103;Pagyndeno;;;;;;;;;;;;;x
PROV8104;Syagannya;;;;;;;;;;;;;x
PROV8105;Amysakh;;;;;;;;;;;;;x
PROV8106;Ozero Moypere;;;;;;;;;;;;;x
PROV8107;Ozero Numto;;;;;;;;;;;;;x
PROV8108;Ruvagort;;;;;;;;;;;;;x
PROV8109;Palozero;;;;;;;;;;;;;x
PROV8110;Kutovanga;;;;;;;;;;;;;x
PROV8111;Luzhma;;;;;;;;;;;;;x
PROV8112;Semenovskaya;;;;;;;;;;;;;x
PROV8113;Kargopol;;;;;;;;;;;;;x
PROV8114;Merezhino;;;;;;;;;;;;;x
PROV8115;Kirilov;;;;;;;;;;;;;x
PROV8116;Myaksa;;;;;;;;;;;;;x
PROV8117;Rybinsk;;;;;;;;;;;;;x
PROV8118;Tutayev;;;;;;;;;;;;;x
PROV8119;Pereslavl-Zalessky;;;;;;;;;;;;;x
PROV8120;Alexandrov;;;;;;;;;;;;;x
PROV8121;Yegoryevsk;;;;;;;;;;;;;x
PROV8122;Kolomna;;;;;;;;;;;;;x
PROV8123;Mikhaylov;;;;;;;;;;;;;x
PROV8124;Dankov;;;;;;;;;;;;;x
PROV8125;Lipetsk;;;;;;;;;;;;;x
PROV8126;Voronezh;;;;;;;;;;;;;x
PROV8127;Rossosh;;;;;;;;;;;;;x
PROV8128;Alekseyevka;;;;;;;;;;;;;x
PROV8129;Starobilsk;;;;;;;;;;;;;x
PROV8130;Luhansk;;;;;;;;;;;;;x
PROV8131;Taganrog;;;;;;;;;;;;;x
PROV8132;Yeysk;;;;;;;;;;;;;x
PROV8133;Krasnodar;;;;;;;;;;;;;x
PROV8134;Tuapse;;;;;;;;;;;;;x
PROV8135;Giresun;;;;;;;;;;;;;x
PROV8136;Gümüshane;;;;;;;;;;;;;x
PROV8137;Tunceli;;;;;;;;;;;;;x
PROV8138;Ercis;;;;;;;;;;;;;x
PROV8139;Urfa;;;;;;;;;;;;;x
PROV8140;Mardin;;;;;;;;;;;;;x
PROV8141;As Sabkhah;;;;;;;;;;;;;x
PROV8142;As Sukhnah;;;;;;;;;;;;;x
PROV8143;Tartus;;;;;;;;;;;;;x
PROV8144;Ar Ruwayshid;;;;;;;;;;;;;x
PROV8145;Turaif;;;;;;;;;;;;;x
PROV8146;Qaraqir;;;;;;;;;;;;;x
PROV8147;Al Jarawi;;;;;;;;;;;;;x
PROV8148;Al Jawf;;;;;;;;;;;;;x
PROV8149;Al Hawja;;;;;;;;;;;;;x
PROV8150;Tayma;;;;;;;;;;;;;x
PROV8151;Murabba;;;;;;;;;;;;;x
PROV8152;Jadaah;;;;;;;;;;;;;x
PROV8153;Badr;;;;;;;;;;;;;x
PROV8154;Rabigh;;;;;;;;;;;;;x
PROV8155;Thuwal;;;;;;;;;;;;;x
PROV8156;Jeddah;;;;;;;;;;;;;x
PROV8157;Nakfa;;;;;;;;;;;;;x
PROV8158;Afabet;;;;;;;;;;;;;x
PROV8159;Massawa;;;;;;;;;;;;;x
PROV8160;Adwa;;;;;;;;;;;;;x
PROV8161;Mek'ele;;;;;;;;;;;;;x
PROV8162;Weldiya;;;;;;;;;;;;;x
PROV8163;Nefas Meewcha;;;;;;;;;;;;;x
PROV8164;Debre Birhan;;;;;;;;;;;;;x
PROV8165;Fiche;;;;;;;;;;;;;x
PROV8166;Addis Ababa;;;;;;;;;;;;;x
PROV8167;Shashemene;;;;;;;;;;;;;x
PROV8168;Dodola;;;;;;;;;;;;;x
PROV8169;Wadera;;;;;;;;;;;;;x
PROV8170;El Leh;;;;;;;;;;;;;x
PROV8171;Moyale;;;;;;;;;;;;;x
PROV8172;Buna;;;;;;;;;;;;;x
PROV8173;Abididan;;;;;;;;;;;;;x
PROV8174;Maua;;;;;;;;;;;;;x
PROV8175;Kululicha;;;;;;;;;;;;;x
PROV8176;Katse;;;;;;;;;;;;;x
PROV8177;Bereito Wasania;;;;;;;;;;;;;x
PROV8178;Mombasa;;;;;;;;;;;;;x
PROV8179;Tanga;;;;;;;;;;;;;x
PROV8180;Zanzibar;;;;;;;;;;;;;x
PROV8181;Dar es Salaam;;;;;;;;;;;;;x
PROV8182;Bungu;;;;;;;;;;;;;x
PROV8183;Kibuye;;;;;;;;;;;;;x
PROV8184;Lindi;;;;;;;;;;;;;x
PROV8185;Mtwara;;;;;;;;;;;;;x
PROV8186;Mueda;;;;;;;;;;;;;x
PROV8187;Montepuez;;;;;;;;;;;;;x
PROV8188;Chiure;;;;;;;;;;;;;x
PROV8189;Nampula;;;;;;;;;;;;;x
PROV8190;Murrupula;;;;;;;;;;;;;x
PROV8191;Ostrovnoye;;;;;;;;;;;;;x
PROV8192;Khokhur;;;;;;;;;;;;;x
PROV8193;Bagadzha;;;;;;;;;;;;;x
PROV8194;Ozero Kobchik;;;;;;;;;;;;;x
PROV8195;Chasel'ka;;;;;;;;;;;;;x
PROV8196;Vanzevat;;;;;;;;;;;;;x
PROV8197;Permilovo;;;;;;;;;;;;;x
PROV8198;Malinovka;;;;;;;;;;;;;x
PROV8199;Mirny;;;;;;;;;;;;;x
PROV8200;Fedovo;;;;;;;;;;;;;x
PROV8201;Nyandoma;;;;;;;;;;;;;x
PROV8202;Kharovsk;;;;;;;;;;;;;x
PROV8203;Vologda;;;;;;;;;;;;;x
PROV8204;Gryazovets;;;;;;;;;;;;;x
PROV8205;Danilov;;;;;;;;;;;;;x
PROV8206;Yaroslavl;;;;;;;;;;;;;x
PROV8207;Teykovo;;;;;;;;;;;;;x
PROV8208;Vladimir;;;;;;;;;;;;;x
PROV8209;Shatura;;;;;;;;;;;;;x
PROV8210;Ryazan;;;;;;;;;;;;;x
PROV8211;Ryazhsk;;;;;;;;;;;;;x
PROV8212;Usman;;;;;;;;;;;;;x
PROV8213;Bobrov;;;;;;;;;;;;;x
PROV8214;Pavlovsk;;;;;;;;;;;;;x
PROV8215;Boguchar;;;;;;;;;;;;;x
PROV8216;Milerovo;;;;;;;;;;;;;x
PROV8217;Kamensk-Shakhtinsky;;;;;;;;;;;;;x
