#CODE;ENGLISH;FRENCH;GERMAN;POLSKI;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGESE;RUSSIAN;FINNISH;x;;
MANPOWER_DETAILS_IRO;Our current availible manpower is: §Y$AVAILIBLE$§W\nOut of a possible of: §Y$MAX$§W\nWe draft: §Y$DRAFT$§W each month\nOur army needs §Y$NEED$§W manpower to reinforce, and we currently use §Y$DAILYUSED$§W every day.;;;;;;;;;;;;;x;;
DRIFTING_SPEED_MODIFIER; ideology modifier:;;;;;;;;;;;;;x;;
THEATER_BUILD;THEATRE BUILD;;;;;;;;;;;;;x;;
PRODUCTION;Production;;;;;;;;;;;;;x;;
SERVICES;Services;;;;;;;;;;;;;x;;
CONSUMPTION;Consumption;;;;;;;;;;;;;x;;
LOGISTICS;LOGISTICS;;;;;;;;;;;;;x;;
RADAR_TITLE;Build Radar Station;;;;;;;;;;;;;x;;
AA_TITLE;Build Anti-Aircraft Guns;;;;;;;;;;;;;x;;
TYPE_SORT;Type;;;;;;;;;;;;;x;;
PRODCOST_SORT;Cost;;;;;;;;;;;;;x;;
COMPLETION_RATE_SORT;Completion rate;;;;;;;;;;;;;x;;
PROD_DATE_SORT;Date;;;;;;;;;;;;;x;;
food;Food;;;;;;;;;;;;;x;;
natural_resources;Natural resources;;;;;;;;;;;;;x;;
energy;Energy;;;;;;;;;;;;;x;;
consumer_goods;Consumer goods;;;;;;;;;;;;;x;;
military_supplies;Military supplies;;;;;;;;;;;;;x;;
MEMBERS_CANT_DOW;Faction members can only declare limited defensive war.;;;;;;;;;;;;;x;;
ADAPTING_HISTORY_COUNTRY;Adapting History for ;;;;;;;;;;;;;x;;
ADAPTING_PROVDATA;Adapting Provinces...;;;;;;;;;;;;;x;;
SETTING_CCACHE;Setting Up Information Caches;;;;;;;;;;;;;x;;
SETTING_SUPPLY;Setting Up Supply Logic;;;;;;;;;;;;;x;;
SETTING_WEATHER;Setting Up Weather;;;;;;;;;;;;;x;;
SETTING_INTEL;Setting Up Intel;;;;;;;;;;;;;x;;
SETTING_SUPPLY2;Setting Up Supply Network Phase ;;;;;;;;;;;;;x;;
SETTING_THEATRES;Setting Up Theatres;;;;;;;;;;;;;x;;
STARTING_GAME;Starting GUI...;;;;;;;;;;;;;x;;
SENDEXP_WARALLIES;Sending expeditionary forces allowed only to war allies.;;;;;;;;;;;;;x;;
PRESTIGE_DESC;Prestige;;;;;;;;;;;;;x;;
PRESTIGE_IRO;Prestige modifier: §Y$PRESTIGE$§W;;;;;;;;;;;;;x;;
PRESTIGE_DRO;Prestige arises from our successes, achievements, and other favorable attributes and can be spent for diplomatic gain.;;;;;;;;;;;;;x;;
DISTRIBUTE_SOCIAL_DESC;Generated by social expenses like education, pension, and health costs.;;;;;;;;;;;;;x;;
DISTRIBUTE_PRODUCTION_DESC;Includes costs of your military unit and building constructions.;;;;;;;;;;;;;x;;
DISTRIBUTE_REINFORCE_DESC;Cost of manpower reinforcement of your troops.;;;;;;;;;;;;;x;;
DISTRIBUTE_MILUPKEEP_DESC;Cost of daily military upkeep and supply route costs.;;;;;;;;;;;;;x;;
DISTRIBUTE_INFRA_DESC;Infrastructure costs cover maintenance of buildings and roads.;;;;;;;;;;;;;x;;
DISTRIBUTE_INVESTMENT_DESC;Investment focus costs cover investment of factories and buildings. The surplus displayed on the slider can be used for upgrading infrastructure, and for auto-construction of factories and special buildings by the AI.;;;;;;;;;;;;;x;;
DISTRIBUTE_UPGRADE_DESC;Cost of upgrading your military forces to new models.;;;;;;;;;;;;;x;;
DISTRIBUTE_RESEARCH_DESC;Cost of ongoing research projects.;;;;;;;;;;;;;x;;
NAT_STOCKPILE_DESC;Cost of gathering strategic stockpiles including supply, fuel, uranium, and satellites.;;;;;;;;;;;;;x;;
STOCK_MIN_SETTING;Stock minimum value;;;;;;;;;;;;;x;;
STOCK_MAX_SETTING;Stock maximum value;;;;;;;;;;;;;x;;
STOCK_DAYS;Stock setting in days;;;;;;;;;;;;;x;;
POP_SCHOOL;Education value;;;;;;;;;;;;;x;;
POP_PENSION;Pensionary value;;;;;;;;;;;;;x;;
COLONIAL_SOCIAL_COST;Colonial Modifer;;;;;;;;;;;;;x;;
LOCAL_SUPPLY_PRICE;Local Supply Price Factor;;;;;;;;;;;;;x;;
MODIFIER_WINDOW_GOALS_LEFT;Number left;;;;;;;;;;;;;x;;
MODIFIER_WINDOW_PERCENT_COMPLETED;Percent Completed;;;;;;;;;;;;;x;;
TOPBAR_BALANCE;Daily balance;;;;;;;;;;;;;x;;
TOPBAR_PROD;Number of items in production and total projects % completed;;;;;;;;;;;;;x;;
TOPBAR_RESEARCH;Number of technologies under research and total projects % completed;;;;;;;;;;;;;x;;
TOPBAR_ELECTION;Next election date;;;;;;;;;;;;;x;;
TOPBAR_WAR;Our nation is at war with;;;;;;;;;;;;;x;;
TOPBAR_PEACE;At peace;;;;;;;;;;;;;x;;
TOPBAR_SUSPEND;Elections suspended;;;;;;;;;;;;;x;;
TECH_NECESSARY;This technology is necessary for:;;;;;;;;;;;;;x;;
### Social Modifier ####;;;;;;;;;;;;;;x;;
MODIFIER_DISSENT_INCREASE;Dissent increase;Dissent increase;Dissent increase;;Dissent increase;;;;;;;;;x;;
MODIFIER_DISSENT_DECREASE;Dissent decrease;Dissent decrease;Dissent decrease;;Dissent decrease;;;;;;;;;x;;
MODIFIER_PRESTIGE;Prestige;Prestige;Prestige;;Prestige;;;;;;;;;x;;
MODIFIER_SOCIAL_SCHOOL;Social spending education;Social spending education;Social spending education;;Social spending education;;;;;;;;;x;;
MODIFIER_SOCIAL_PENSION;Social spending pension;Social spending pension;Social spending pension;;Social spending pension;;;;;;;;;x;;
MODIFIER_DIPLO_POINT;Diplomatic Points;;;;;;;;;;;;;x;;
TOPBAR_PAUSE;Pause;;;;;;;;;;;;;x;;
TOPBAR_INCREASE_SPEED;Increase game speed;;;;;;;;;;;;;x;;
TOPBAR_DECREASE_SPEED;Decrease game speed;;;;;;;;;;;;;x;;
TOPBAR_MAINMENU;Main Menu;;;;;;;;;;;;;x;;
UNIT_UNAVAIL;This unit is unavailable;;;;;;;;;;;;;x;;
TEMPLATE_UNAVAIL;This template is unavailable due to brigades not researched:;;;;;;;;;;;;;x;;
PO_DEMAND_ALL;You cannot demand all provinces/regions of the enemy. You must annex in order to do that.;;;;;;;;;;;;;x;;
DIPLOINF_DAILY;Our diplomatic influence points change by §Y$MONTHLY$§W per month.;;;;;;;;;;;;;x;;
PRESTIGEINF_MONTHLY;Prestige points gained each month: §Y$MONTHLY$§W;;;;;;;;;;;;;x;;
MAJOR_RATING_POST_IRO_SHORT;§Y$COUNTRY$§W.\nCapital: §Y$CAPITAL$§W\nPrestige: §Y$PRESTIGE$§W\nEconomy rank : §Y$ECONOMY$§W\nMilitary rank : §Y$MILITARY$§W\nDiplomacy rank : §Y$DIPLOMACY$§W\nWith this rating the country is ranked number §Y$RANK$§W in the world with §Y$OVERALL$§W points.;;;;;;;;;x;;;;x;;
MAJOR_RATING_POST_IRO;Played : §Y$COUNTRY$§W. This country §Y$MAJOR$§W one of the major nations.\nCapital: §Y$CAPITAL$§W\nPrestige: §Y$PRESTIGE$§W\nEconomy rank : §Y$ECONOMY$§W\nMilitary rank : §Y$MILITARY$§W\nDiplomacy rank : §Y$DIPLOMACY$§W\nWith this rating you are ranked number §Y$RANK$§W in the world with §Y$OVERALL$§W points.;;;;;;;;;x;;;;x;;
MAJOR_RATING_IRO;Now playing : §Y$COUNTRY$§W. This country §Y$MAJOR$§W one of the major nations.\nCapital: §Y$CAPITAL$§W\nPrestige: §Y$PRESTIGE$§W ( §Y$PRESTIGEGAIN$§W / Month )\nEconomy rating : §Y$ECONOMY$§W/§Y$MAX$§W\nMilitary rating : §Y$MILITARY$§W/§Y$MAX$§W\nDiplomacy rating : §Y$DIPLOMACY$§W/§Y$MAX$§W\nWith this rating you are ranked number §Y$RANK$§W in the world.;;;;;;;;;x;;;;x;;
MAJOR_RATING_DRO;Prestige gain modifiers: \n$PRESTIGEMOD$;;;;;;;;;;;;;x;;
MISSION_PANEL_BUTTON;Mission Mapmode;;;;;;;;;;;;;x;;
alert_nobudget_instant;No money available for the budget;;;;;;;;;;;;;x;;
alert_nobudget_delayed;$LIST$;;;;;;;;;;;;;x;;
alert_nobudget_info;Your fixed expenses are greater than your income.;;;;;;;;;;;;;x;;
alert_negativebudget_instant;You have negative daily budget;;;;;;;;;;;;;x;;
alert_negativebudget_delayed;$LIST$;;;;;;;;;;;;;x;;
alert_negativebudget_days;With this change, you have enough money for §R$DAYS$§W day(s).;;;;;;;;;;;;;x;;
MIL_ACCESS_VIA_ORG;We have military access via $ORG_NAME$.;;;;;;;;;;;;;x;;
EMBARGO_VIA_ORG;Is embargoed by $ORG_NAME$.;;;;;;;;;;;;;x;;
UNIT_GOOD_CONSUMPTION;Unit daily goods cost;;;;;;;;;;;;;x;;
FACTORY_SUBSIDIZE;§YSubsidize§W;;;;;;;;;;;;;x;;
FACTORY_UNSUBSIDIZE;§HEnd Subsidity§W;;;;;;;;;;;;;x;;
FACTORY_SUBSIDIZED;This factory is subsidized.;;;;;;;;;;;;;x;;
FACTORY_SUBSIDIZE_DESC;Subsidize the factory providing extra workforce and payment of expenses.;;;;;;;;;;;;;x;;
FACTORY_UNSUBSIDIZE_DESC;Cancel subsidy and restore the factory to its original state.;;;;;;;;;;;;;x;;
WORKFORCE_FREE_REGION;Free workforce in the region: ;;;;;;;;;;;;;x;;
ATTACKING;Attacking;;;;;;;;;;;;;x;;
DEFENDING;Defending;;;;;;;;;;;;;x;;
CENTRIFUGES_LESS;Centrifuges less than ;;;;;;;;;;;;;x;;
CENTRIFUGES_MORE;Centrifuges at least ;;;;;;;;;;;;;x;;
ECO_UNDER_CONSTRUCTION;Under Construction;;;;;;;;;;;;;x;;
ECO_UNDER_SUSPEND;Suspended;;;;;;;;;;;;;x;;
name_university;University bonus;;;;;;;;;;;;;x;;
name_agriculture_research_center;Agriculture Research Center bonus;;;;;;;;;;;;;x;;
name_land_research_center;Military Research Center bonus;;;;;;;;;;;;;x;;
name_air_research_center;Aviation Research Center bonus;;;;;;;;;;;;;x;;
ATPEACEWITH;At peace with $LIST$.;;;;;;;;;;;;;x;;
PROD_DELETE_DEPLOY_ACTION;Scrapping equipment;;;;;;;;;;;;;x;;
PROD_DELETE_DEPLOY_TEXT;Are you sure you wish to scrap/remove the unit §Y$NAME$§W?;;;;;;;;;;;;;x;;
PROD_SELECT_UNIT;Select Unit;;;;;;;;;;;;;x;;
doomsday_clock;Doomsday Clock;;;;;;;;;;;;;x;;
PRESTIGE_GAIN_TECH;Prestige Gain;;;;;;;;;;;;;x;;
IS_RESEARCHING;Is researching §Y$NAME$§W.;;;;;;;;;;;;;x;;
IS_NOT_RESEARCHING;Is not researching §Y$NAME$§W.;;;;;;;;;;;;;x;;
SPEED;Speed;;;;;;;;;;;;;x;;
TIME;Build time;;;;;;;;;;;;;x;;
ORGANIZATION;Organization;;;;;;;;;;;;;x;;
ENABLES;Enables:\n;;;;;;;;;;;;;x;;
KILL_RANDOM_LEADERS;§Y$VALUE$§W leaders are no longer part of our armed forces.;;;;;;;;;;;;;x;;
MODEL_LEVEL;Level;;;;;;;;;;;;;x;;
LEDGER_LINECHART_MP_LOSS;Show manpower loss;;;;;;;;;;;;;x;;
LEDGER_LINECHART_EQ_LOSS;Show equipment loss;;;;;;;;;;;;;x;;
LEDGER_LINECHART_COUNTRY_LOSS_DESC;This graph shows the §Y$TYPE$§W proportion of losses for selected countries in monthly detail for the current year and totals for previous years.;;;;;;;;;;;;;x;;
LEDGER_LINECHART_FACTION_LOSS_DESC;This line graph shows the §Y$TYPE$§W proportion of losses for factions in monthly detail for the current year and totals for previous years.;;;;;;;;;;;;;x;;
LEDGER_LOSS_TYPE_MP;manpower;;;;;;;;;;;;;x;;
LEDGER_LOSS_TYPE_EQ;equipment;;;;;;;;;;;;;x;;
NEW_PEACE_OFFER;They offer the following:\n;;;;;;;;;;;;;x;;
NEW_PEACE_DEMAND;They demand the following:\n;;;;;;;;;;;;;x;;
NEW_PEACE_WHITE;White Peace\n;;;;;;;;;;;;;x;;
NEW_PEACE_PROVINCES;Provinces: ;;;;;;;;;;;;;x;;
NEW_PEACE_REGIONS;Regions: ;;;;;;;;;;;;;x;;
NEW_PEACE_CORES;Abolish Cores: ;;;;;;;;;;;;;x;;
NEW_PEACE_RELEASE;Release Nations: ;;;;;;;;;;;;;x;;
NEW_PEACE_LIBERATE;Liberate Nations: ;;;;;;;;;;;;;x;;
NEW_PEACE_ANNEX;Full Annexation!\n;;;;;;;;;;;;;x;;
NEW_PEACE_PUPPET;Becoming a puppet\n;;;;;;;;;;;;;x;;
NEW_PEACE_HUMILIATION;Humiliation\n;;;;;;;;;;;;;x;;
NEW_PEACE_DISARMAMENT;Disarmament\n;;;;;;;;;;;;;x;;
NEW_PEACE_MA;Military Access\n;;;;;;;;;;;;;x;;
LEDGER_LINECHART_SPACE_DESC;This line graph shows the number of researched space technologies for the selected countries.;;;;;;;;;;;;;x;;
LEDGER_LINECHART_MIL_VICTORY_DESC;This line graph shows military victory points for the selected countries in monthly detail for the current year and totals for previous years.;;;;;;;;;;;;;x;;
LEDGER_LINECHART_ECO_VICTORY_DESC;This line graph shows economic victory points for the selected countries in monthly detail for the current year and totals for previous years.;;;;;;;;;;;;;x;;
LEDGER_LINECHART_FACTION_VICTORY_DESC;This line graph shows the overall victory points of factions in monthly detail for the current year and totals for previous years.;;;;;;;;;;;;;x;;
LEDGER_LINECHART_NUCLEAR_WARHEADS_DESC;This line graph shows the total number nuclear warheads for the selected countries in monthly detail for the current year and totals for previous years.;;;;;;;;;;;;;x;;
LEDGER_LINECHART_NUCLEAR_PLATFORM_DESC;This line graph shows the total number of platforms (silos, ballistic submarines, and bombers) capable of carrying nuclear weapons for selected countries in monthly detail for the current year and totals for previous years.;;;;;;;;;;;;;x;;
####### Traits enhancement from FTH;;;;;;;;;;;;;;x;;
SPEED_MODIFIER;Currently $PERC$ of default speed:;;Derzeitige $PERC$ der Standartgeschwindigkeit;;;;;;;;;;;x;;
SPEED_MODIFIER_COMBAT;In Combat: $PERC$;;Im Gefecht: $PERC$;;;;;;;;;;;x;;
SPEED_MODIFIER_FUEL;Insufficient fuel: $PERC$;;Unzureichender Betriebstoff: $PERC$;;;;;;;;;;;x;;
SPEED_MODIFIER_TERRAIN;Terrain: $PERC$;;Gelände: $PERC$;;;;;;;;;;;x;;
SPEED_MODIFIER_TRAIT;Leader Traits: $PERC$;;Anführer Fähigkeit: $PERC$;;;;;;;;;;;x;;
SPEED_MODIFIER_ADJACIENCY;River or strait passing: $PERC$;;Fluss oder Meerengen Überquerung: $PERC$;;;;;;;;;;;x;;
SPEED_MODIFIER_WEATHER;Weather: $PERC$;;Wetter: $PERC$;;;;;;;;;;;x;;
SPEED_MODIFIER_RETREATING;Retreating: $PERC$;;Rückzug: $PERC$;;;;;;;;;;;x;;
TRAIT_TERRAIN_SPEED;Speed bonus in terrain §Y$TYPE$§!;;Geschwindigkeitsbonus auf Gelände-Typ: §Y$TYPE$§!;;;;;;;;;;;x;;
TRAIT_TERRAIN_ATTACK;Attack bonus in terrain §Y$TYPE$§!;;Angriffsbonus auf Gelände-Typ: §Y$TYPE$§!;;;;;;;;;;;x;;
TRAIT_TERRAIN_DEFECE;Defence bonus in terrain §Y$TYPE$§!;;Abwehrbonus auf Gelände-Typ: §Y$TYPE$§!;;;;;;;;;;;x;;
REBEL_PROVINCE_NAME;§Y$NAME$§W\nThey are hostile to §Y$COUNTRY$§W;;;;;;;;;;;;;x;;
REBEL_PROVINCE_INFO;Most likely §Y$NAME$§W-occupied area. They occupy §Y$PROVS$§W provinces and operate with §Y$TYPE$§W units. Their preferred government is §Y$GOV$§W.;;;;;;;;;;;;;x;;
REBEL_PROVINCE_INDEP;They are fighting for independence of §Y$COUNTRY$§W;;;;;;;;;;;;;x;;
ORG_LEADER;Organization leader:;;;;;;;;;;;;;x;;
REGENCY_COUNCIL;Regency Council;;;;;;;;;;;;;x;;
ORG_MEMBERS;member(s);;;;;;;;;;;;;x;;
EXPAND_LEVEL_INFO;You have already reached the maximum level of this building (level 10).;;;;;;;;;;;;;x;;
UNIT_NUCLEAR_OPTION;This unit carries nuclear weapons with a §Y$RANGE$§W km range and a §Y$YIELD$§W yield;;;;;;;;;;;;;x;;
PROVINCE_MODIFIERS;Province modifiers;;;;;;;;;;;;;x;;
NUCLEAR_AI_SETTING;With this setting ON, the AI will automatically respond if you are attacked with nuclear weapons.;;;;;;;;;;;;;x;;
DETERRENCE_PATROL;This submarine unit is on deterrence patrol against ;;;;;;;;;;;;;x;;
DEFENSE_WAR_INVALID;You can't declare defensive war if one of the target country's aggressors is in your faction or allied with you.;;;;;;;;;;;;;x;;
DOW_INVALID_DEFENSIVE;You can't declare war if the target is protected by a country in your faction or allied with you.;;;;;;;;;;;;;x;;
JOIN_ORG_EFFECT;§Y$COUNTRY$§W will try to join §Y$NAME$§W.;;;;;;;;;;;;;x;;
NUCLEAR_LAUNCH_DATE;Missile launch time: ;;;;;;;;;;;;;x;;
DISSENTV_IRO4;The following circumstances will decrease dissent each day:\n;;;;;;;;;;;;;x;;
VOTING_ENDDATE;Deadline of voting: ;;;;;;;;;;;;;x;;
BIAS_BIAS_VALUE;Bias points of ;;;;;;;;;;;;;x;;
BIAS_LIMIT;Bias vote limit: ;;;;;;;;;;;;;x;;
BIAS_DESC;§Y$NAME$§W did not vote itself, instead voting according to §Y$MAJOR$§W (Voted: §Y$VOTE$§W);;;;;;;;;;;;;x;;
BIAS_DESC2;§Y$NAME$§W would not vote itself, instead according to §Y$MAJOR$§W;;;;;;;;;;;;;x;;
VOTE_COUNT;Current votes: ;;;;;;;;;;;;;x;;
relation_value;Relation value between ;;;;;;;;;;;;;x;;
threat_value;Threat value of ;;;;;;;;;;;;;x;;
prestige_value;Prestige value of ;;;;;;;;;;;;;x;;
BIAS_US;We were rated at §Y$POINT$§W points.;;;;;;;;;;;;;x;;
VOTE_RECIPIENT;You can't vote because you are the subject of voting;;;;;;;;;;;;;x;;
VOTE_POPUP_HEAD;Report of our Representative to ;;;;;;;;;;;;;x;;
VOTE_EFFECTS;The following effects will be applied:;;;;;;;;;;;;;x;;
INTERFACE_T_EREGIONS_I;Toggle empty regions;;;;;;;;;;;;;x;;
INTERFACE_T_EREGIONS_D;Activate to list regions with no factories;;;;;;;;;;;;;x;;
factory_input_wood_modifier;Wood input decrease factor;;;;;;;;;;;;;x;;
ORGANISATION_MEMBERSHIP;Organization membership effects:;;;;;;;;;;;;;x;;
MEMBERSHIP;membership;;;;;;;;;;;;;x;;
LEAVE_ORG_EFFECT;§Y$COUNTRY$§W will leave §Y$NAME$§W.;;;;;;;;;;;;;x;;
INVESTMENTS_LABEL;INVESTMENTS;;;;;;;;;;;;;x;;
ESTIMATED_INCOME;Estimated income: ;;;;;;;;;;;;;x;;
SPY_MODIFIER_ADDED;\nTarget gets '§Y$WHAT$§W' until §Y$DATE$§W days, giving the following effects:\n$EFFECT$\n\n;;;;;;;;;;;;;x;;
spycard_offensive_test;Spycard offensive modifier;;;;;;;;;;;;;x;;
spycard_defensive_test;Spycard defensive modifier;;;;;;;;;;;;;x;;
spyaction_threaten_diplomat;Threat diplomat modifier;;;;;;;;;;;;;x;;
spycard_action_effects;Action gives the following effects:;;;;;;;;;;;;;x;;
spycard_selection_trigger;Target select conditions:;;;;;;;;;;;;;x;;
spyaction_chance;Spy action chance is ;;;;;;;;;;;;;x;;
spyaction_base_chance;Spy action base chance: ;;;;;;;;;;;;;x;;
MODIFIER_ESPIONAGE_BONUS;Espionage bonus;;;;;;;;;;;;;x;;
TOOLTIP_PROV_INFRA;To adjust infrastructure, modify your infrastructure investment in the economy screen.;;;;;;;;;;;;;x;;
MODIFIER_THREATEN_DIPLOMAT;Threaten diplomat;;;;;;;;;;;;;x;;
threaten_chance;This country has threatened abstention and has a §R$PCT$§W chance of abstaining from voting.;;;;;;;;;;;;;x;;
LAND_PRODUCTION;Land Production;;;;;;;;;;;;;x;;
AIR_PRODUCTION;Air Production;;;;;;;;;;;;;x;;
SHIP_PRODUCTION;Naval Production;;;;;;;;;;;;;x;;
country_bias_towards;Foreign spies bribed their diplomats towards §Y$CTRY$§W by §G$POINTS$§W.;;;;;;;;;;;;;x;;
NUKE_STRATEGIC;Only strategic bombers can be equipped with nuclear bombs.;;;;;;;;;;;;;x;;
ECO_INCOME_FACTORY;Current Income:  §Y$INCOME$§!\nCurrent Loss: §Y$LOSS$§!\n;;;;;;;;;;;;;x;;
ECO_FACTORY_LEVEL;Factory Level;;;;;;;;;;;;;x;;
SPY_NOT_ENOUGH_SKILL;Your agent lacks sufficient skill to execute this mission.;;;;;;;;;;;;;x;;
SPY_NOT_ENOUGH_SPIES;You lack sufficient spy points to undertake this mission.;;;;;;;;;;;;;x;;
REQUIRED_SKILL;Requied skill;;;;;;;;;;;;;x;;
MODIFIER_SPY_VISIBILITY;Spy visibility;;;;;;;;;;;;;x;;
###################################################################;;;;;;;;;;;;;;x;;
# Logistics Tooltips;;;;;;;;;;;;;;x;;
###################################################################;;;;;;;;;;;;;;x;;
LOGTT_1;Supplied from ;Ravitaillé par;Nachschub von ;;Suministra ;;;;;;;;;x;;
LOGTT_2;nodes away;Distance du fournisseur;Abstand vom Nachschubdepot ;;Distancia del suministrador ;;;;;;;;;x;;
LOGTT_3;Local Supply: ;Ravitaillement sur place :;Lokaler Nachschub : ;;Suministro local: ;;;;;;;;;x;;
LOGTT_4; - Local Fuel: ; - Carburant sur place : ; - Lokaler Treibstoff : ;; - Combustible local: ;;;;;;;;;x;;
LOGTT_5;Required Daily Supply: ;Demande en ravitaillement : ;Nachschubbedarf : ;;Demanda de suministros: ;;;;;;;;;x;;
LOGTT_6; - Fuel: ; - Carburant : ; - Treibstoff : ;; - Combustible: ;;;;;;;;;x;;
LOGTT_7;Given Supply: ;;;;;;;;;;;;;x;;
LOGTT_8; Convoy from ;Le convoi provenant de; Konvoi von ;; Convoy de ;;;;;;;;;x;;
LOGTT_9; to ; et allant à ;nach ;; a ;;;;;;;;;x;;
LOGTT_10; passes through here.;passe par ici.; fährt hier durch.;; pasa por aquí.;;;;;;;;;x;;
CONVOY_INFO;Convoying §Y$SUPPLY$§W supplies and §Y$FUEL$§W fuel from §Y$PROV$§W;;;;;;;;;;;;;x;;
PROVINCE_LOGISTICAL_LIMIT;This province can support up to §Y$SIZE$§W units of supplies and fuel every day.;;;;;;;;;x;;;;;;
nuclear_tech1_time;Nuclear techs research time;;;;;;;;;;;;;x;;
TECH_COST_MODIFIER;cost modifier;;;;;;;;;;;;;x;;
TECH_TIME_MODIFIER;time modifier;;;;;;;;;;;;;x;;
FOLDER_TIME_MODIFIER;folder research time modifier;;;;;;;;;;;;;x;;
PRODUCTION_MODIFIER;production modifier;;;;;;;;;;;;;x;;
COUNTRY_ORIGIN;Country of origin: ;;;;;;;;;;;;;x;;
PRODUCT_EMBARGOED;This product is under embargo by:;;;;;;;;;;;;;x;;
resource_services;Services;;;;;;;;;;;;;x;;
NO_NEEDS_FOR_BUILDS_SHORT;No needs;;;;;;;;;;;;;x;;
MODIFIER_MILITARY_DECEPTION;Troop count deception;;;;;;;;;;;;;x;;
military_disinformation;Troop type disinformation;;;;;;;;;;;;;x;;
WORKFORCE_DELAYED;Total/free workforce:;;;;;;;;;;;;;x;;
OUR_DEMANDS;Our demands;;;;;;;;;;;;;x;;
OUR_OFFERS;Our offers;;;;;;;;;;;;;x;;
LICENCE_CATEGORY;View licences category;;;;;;;;;;;;;x;;
TECHNOLOGY_CATEGORY;View technology category;;;;;;;;;;;;;x;;
UNIT_CATEGORY;View units category;;;;;;;;;;;;;x;;
GOODS_CATEGORY;View goods category;;;;;;;;;;;;;x;;
EVEN_DEAL;Even the deal;;;;;;;;;;;;;x;;
SELECT_DEMAND;Select our demands;;;;;;;;;;;;;x;;
SELECT_OFFER;Select our offers;;;;;;;;;;;;;x;;
MAKE_OFFER;Offer tribute to $COUNTRY$;;;;;;;;;;;;;x;;
MAKE_DEMAND;Make demands;;;;;;;;;;;;;x;;
FACTION_DRIFT_TOP_INSTANT;$NAME$ is drifting towards §G$FACTION$§W with a value of §Y$VAL$§W ($PERC$%) every §Y$DAYS$§W days and costing §Y$INFL$§W influence per day.;;;;;;;;;;;;;x;;
FACTION_DRIFT_RELATIONS;§Y$VAL$§W due to diplomatic relations with faction leader §Y$FACTLEADERNAME$§W.;;;;;;;;;;;;;x;;
FACTION_DRIFT_PROXIMITY;§Y$VAL$§W due to geographical proximity to faction leader §Y$FACTLEADERNAME$§W.;;;;;;;;;;;;;x;;
ORGACTION_CONDITION;Conditions for target;;;;;;;;;;;;;x;;
ORDER_TARGETING;Targeting;;;;;;;;;;;;;x;;
ORDER_AMMO;Salvoes;;;;;;;;;;;;;x;;
LAND_TARGETING_0;Default;;;;;;;;;;;;;x;;
LAND_TARGETING_1;Anti-air;;;;;;;;;;;;;x;;
LAND_TARGETING_2;Factories;;;;;;;;;;;;;x;;
LAND_TARGETING_3;Spec. buildings;;;;;;;;;;;;;x;;
LAND_TARGETING_4;Headquarters;;;;;;;;;;;;;x;;
NAVAL_TARGETING_0;Default;;;;;;;;;;;;;x;;
NAVAL_TARGETING_1;Carriers;;;;;;;;;;;;;x;;
NAVAL_TARGETING_2;Capitals;;;;;;;;;;;;;x;;
NAVAL_TARGETING_3;Escorts;;;;;;;;;;;;;x;;
NAVAL_TARGETING_4;Transports;;;;;;;;;;;;;x;;
NO_DAMAGE;Hit/damage not achieved.;;;;;;;;;;;;;x;;
TARGET_KILLED;Target killed.;;;;;;;;;;;;;x;;
THEATRE_DEST;Destination: ;;;;;;;;;;;;;x;;
PORT_OF;Port of ;;;;;;;;;;;;;x;;
PORT_NO;No homeport available;;;;;;;;;;;;;x;;
INVALID_DIV_SETUP;Invalid division setup;;;;;;;;;;;;;x;;
DAMAGE_DETAILS;Damage Details:;;;;;;;;;;;;;x;;
COMPARE_AMOUNT_OF_BRIGADES;$NAME1$ has $VALUE$ times the amount of land brigades as $NAME2$;;;;;;;;;;;;;;;
SHARED_INTEL;Shared intel information from ;;;;;;;;;;;;;;;
LOAD_SHIPCLASS;Load custom ship template;;;;;;;;;;;;;;;
SAVE_SHIPCLASS;Save custom ship template;;;;;;;;;;;;;;;
LAND_ATTACK;Land Attack;;;;;;;;;;;;;;;
MP_REQUIRED;Manpower required to deploy: ;;;;;;;;;;;;;;;
MP_REQUIRED_FILL;Manpower required to full reinforcement: ;;;;;;;;;;;;;;;
INPOOL;(in strategic pool);;;;;;;;;;;;;;;
INITIAL_UNIT_PCT;Initial unit manpower: ;;;;;;;;;;;;;;;
ICON_PEACE;A §YPeace Offer§W;;;;;;;;;;;;;x;;
RESEARCH_COST_CAP;Research cost cap;;;;;;;;;;;;;x;;
TRADE_MARKET;Trade Market;;;;;;;;;;;;;x;;
TECH_MAX;Completed;;;;;;;;;;;;;x;;
SWITCHONECOAI;Switch on economy AI to use AI options;;;;;;;;;;;;;x;;
TECH_SPEEDSTEP;Research speed: ;;;;;;;;;;;;;x;;
TECH_SPEEDSTEP0;Halted;;;;;;;;;;;;;x;;
TECH_SPEEDSTEP1;Below average;;;;;;;;;;;;;x;;
TECH_SPEEDSTEP2;Normal;;;;;;;;;;;;;x;;
TECH_SPEEDSTEP3;Normal;;;;;;;;;;;;;x;;
TECH_SPEEDSTEP4;Above average;;;;;;;;;;;;;x;;
TECH_SPEEDSTEP5;Fast;;;;;;;;;;;;;x;;
BASE_TIME;Base time cost: ;;;;;;;;;;;;;x;;
